id,organism,trait,measurement,unit
1115815,Chloris barbata,seed dry mass,0.22,mg
1115815,Chloris barbata,seed dry mass,0.2,mg
5808457,Chloris castilloniana,seed dry mass,0.2,mg
5808553,Chloris pilosa,seed dry mass,0.28,mg
5808524,Chloris lobata,seed dry mass,0.18,mg
5808432,Chloris rufescens,seed dry mass,0.26,mg
49910380,Chloris nutans,seed dry mass,0.89,mg
1114823,Bouteloua americana,seed dry mass,0.61,mg
1114814,Bouteloua curtipendula,seed dry mass,0.92,mg
1114813,Bouteloua chondrosioides,seed dry mass,1.4,mg
1114809,Bouteloua rigidiseta,seed dry mass,0.7,mg
1114810,Bouteloua warnockii,seed dry mass,0.8,mg
1114811,Bouteloua aristidoides,seed dry mass,0.42,mg
52513961,Bouteloua barbata,seed dry mass,0.12,mg
52513961,Bouteloua barbata,seed dry mass,0.18,mg
52513963,Bouteloua eriopoda,seed dry mass,0.34,mg
52513965,Bouteloua hirsuta,seed dry mass,0.74,mg
52513965,Bouteloua hirsuta,seed dry mass,0.49,mg
52513966,Bouteloua gracilis,seed dry mass,0.39,mg
50582564,Bouteloua erecta,seed dry mass,1.8,mg
52189229,Bouteloua dactyloides,seed dry mass,8.4,mg
52513978,Bouteloua simplex,seed dry mass,0.37,mg
52513981,Bouteloua trifida,seed dry mass,0.2,mg
52513983,Bouteloua diversispicula,seed dry mass,0.36,mg
1114853,Coix lacryma-jobi,seed dry mass,100,mg
1114779,Astrebla lappacea,seed dry mass,1.5,mg
1114780,Astrebla pectinata,seed dry mass,1.9,mg
1114778,Astrebla elymoides,seed dry mass,6.5,mg
1114802,Bothriochloa insculpta,seed dry mass,0.32,mg
1114803,Bothriochloa ischaemum,seed dry mass,0.23,mg
1114803,Bothriochloa ischaemum,seed dry mass,0.46,mg
1114803,Bothriochloa ischaemum,seed dry mass,1.1,mg
1114796,Bothriochloa pertusa,seed dry mass,0.89,mg
1114796,Bothriochloa pertusa,seed dry mass,1.2,mg
1114798,Bothriochloa macra,seed dry mass,1.1,mg
1114799,Bothriochloa barbinodis,seed dry mass,0.86,mg
1115285,Bothriochloa laguroides,seed dry mass,0.53,mg
1115283,Bothriochloa decipiens,seed dry mass,0.74,mg
1114800,Bothriochloa bladhii,seed dry mass,0.53,mg
1114800,Bothriochloa bladhii,seed dry mass,0.6,mg
1114804,Bothriochloa saccharoides,seed dry mass,2.1,mg
5796871,Bothriochloa ewartiana,seed dry mass,0.5,mg
1114744,Scolochloa festucacea,seed dry mass,1.8,mg
1114743,Phalaris lemmonii,seed dry mass,1.2,mg
1114734,Phalaris minor,seed dry mass,1.3,mg
1114735,Phalaris paradoxa,seed dry mass,2,mg
1114736,Phalaris brachystachys,seed dry mass,2.2,mg
1114737,Phalaris angusta,seed dry mass,0.62,mg
1114738,Phalaris aquatica,seed dry mass,1.4,mg
1114738,Phalaris aquatica,seed dry mass,1.3,mg
1114741,Phalaris coerulescens,seed dry mass,15,mg
1114732,Phalaris arundinacea,seed dry mass,0.6,mg
1114733,Phalaris canariensis,seed dry mass,4.5,mg
1114934,Elionurus barbiculmis,seed dry mass,2.1,mg
5796737,Elionurus ciliaris,seed dry mass,0.47,mg
5832275,Elionurus elegans,seed dry mass,1.3,mg
5832276,Elionurus euchaetus,seed dry mass,3.4,mg
1114939,Eremochloa ophiuroides,seed dry mass,0.94,mg
1115395,Eremopyrum bonaepartis,seed dry mass,4.2,mg
1115396,Eremopyrum orientale,seed dry mass,2.3,mg
1114921,Dichelachne micrantha,seed dry mass,0.26,mg
1115633,Dichelachne crinita,seed dry mass,0.39,mg
5800880,Dichelachne rara,seed dry mass,0.74,mg
5838144,Dichelachne inaequiglumis,seed dry mass,0.48,mg
5822755,Ehrharta thunbergii,seed dry mass,3.4,mg
1115819,Ehrharta longiflora,seed dry mass,0.74,mg
1114923,Ehrharta calycina,seed dry mass,1.2,mg
1115351,Ehrharta stipoides,seed dry mass,5,mg
1115351,Ehrharta stipoides,seed dry mass,6,mg
5825280,Ehrharta juncea,seed dry mass,3.8,mg
5836920,Eleusine kigeziensis,seed dry mass,0.7,mg
1114925,Eleusine coracana,seed dry mass,2.3,mg
1114926,Eleusine indica,seed dry mass,0.37,mg
1114927,Eleusine tristachya,seed dry mass,0.63,mg
5831444,Dactyloctenium giganteum,seed dry mass,0.37,mg
2884960,Dactyloctenium aristatum,seed dry mass,0.19,mg
2884961,Dactyloctenium scindicum,seed dry mass,0.29,mg
1115734,Dactyloctenium radulans,seed dry mass,0.38,mg
1115630,Dactyloctenium geminatum,seed dry mass,0.18,mg
1115630,Dactyloctenium geminatum,seed dry mass,0.3,mg
1114879,Dactyloctenium aegyptium,seed dry mass,0.27,mg
52189486,Diarrhena obovata,seed dry mass,8.7,mg
1114918,Dichanthium annulatum,seed dry mass,0.37,mg
1114920,Dichanthium sericeum,seed dry mass,0.95,mg
1114919,Dichanthium aristatum,seed dry mass,0.32,mg
5825892,Dichanthium setosum,seed dry mass,0.66,mg
5808485,Ctenium elegans,seed dry mass,0.21,mg
5831934,Ctenium newtonii,seed dry mass,0.44,mg
5831923,Ctenium concinnum,seed dry mass,0.41,mg
1114864,Cutandia memphitica,seed dry mass,1,mg
1114865,Cymbopogon schoenanthus,seed dry mass,1.6,mg
1114867,Cymbopogon refractus,seed dry mass,0.78,mg
2896370,Cymbopogon caesius,seed dry mass,1.7,mg
3120411,Cymbopogon obtectus,seed dry mass,1.7,mg
5796872,Cymbopogon procerus,seed dry mass,0.36,mg
5796951,Cymbopogon giganteus,seed dry mass,0.99,mg
5796675,Cymbopogon bombycinus,seed dry mass,2.5,mg
5831719,Cymbopogon ambiguus,seed dry mass,1.3,mg
5831486,Cynosurus coloratus,seed dry mass,0.93,mg
5831482,Cynosurus elegans,seed dry mass,1.2,mg
1114876,Cynosurus echinatus,seed dry mass,1.5,mg
1114875,Cynosurus cristatus,seed dry mass,0.49,mg
49030289,Anthoxanthum nipponicum,seed dry mass,0.36,mg
47386790,Anthoxanthum occidentale,seed dry mass,0.47,mg
50582973,Anthoxanthum australe,seed dry mass,0.66,mg
49909947,Anthoxanthum monticola,seed dry mass,0.76,mg
52513654,Anthoxanthum redolens,seed dry mass,0.45,mg
1114146,Anthoxanthum aristatum,seed dry mass,0.3,mg
1114147,Anthoxanthum odoratum,seed dry mass,0.5,mg
48433781,Anthoxanthum nitens,seed dry mass,0.84,mg
1114150,Aristida adscensionis,seed dry mass,0.9,mg
1114154,Aristida oligantha,seed dry mass,2.8,mg
1114157,Aristida arizonica,seed dry mass,2.8,mg
1114755,Aristida divaricata,seed dry mass,1.3,mg
1114767,Aristida ternipes,seed dry mass,1.7,mg
1114766,Aristida stricta,seed dry mass,0.69,mg
1114763,Aristida purpurea,seed dry mass,1.1,mg
1114762,Aristida purpurascens,seed dry mass,0.63,mg
1293888,Aristida longiseta,seed dry mass,2,mg
2884941,Aristida mutabilis,seed dry mass,0.36,mg
5798495,Aristida anthoxanthoides,seed dry mass,0.72,mg
5798490,Aristida adoensis,seed dry mass,1.4,mg
5798620,Aristida achalensis,seed dry mass,1,mg
5798633,Aristida congesta,seed dry mass,0.3,mg
5798656,Aristida setifolia,seed dry mass,1.1,mg
5798661,Aristida arida,seed dry mass,4,mg
5798658,Aristida contorta,seed dry mass,1.5,mg
5798664,Aristida calycina,seed dry mass,1.7,mg
5798662,Aristida sieberiana,seed dry mass,2.4,mg
5798668,Aristida ramosa,seed dry mass,1,mg
5799135,Aristida pruinosa,seed dry mass,1.8,mg
5799067,Aristida obscura,seed dry mass,1.4,mg
5799103,Aristida parvula,seed dry mass,0.53,mg
5799114,Aristida personata,seed dry mass,1.7,mg
5799029,Aristida meridionalis,seed dry mass,0.9,mg
5799063,Aristida nitidula,seed dry mass,1.9,mg
5798965,Aristida latifolia,seed dry mass,0.79,mg
5798985,Aristida lignosa,seed dry mass,1.2,mg
5799350,Aristida wildii,seed dry mass,1.3,mg
5799258,Aristida strigosa,seed dry mass,2.5,mg
5799251,Aristida stipitata,seed dry mass,1.1,mg
5798793,Aristida queenslandica,seed dry mass,1.1,mg
5798781,Aristida hordeacea,seed dry mass,1.9,mg
5798729,Aristida capillifolia,seed dry mass,0.98,mg
5798730,Aristida caput-medusae,seed dry mass,0.68,mg
5798679,Aristida behriana,seed dry mass,1.7,mg
5798681,Aristida benthamii,seed dry mass,0.43,mg
5798687,Aristida biglandulosa,seed dry mass,4.8,mg
5798949,Aristida kenyensis,seed dry mass,0.44,mg
5798928,Aristida jerichoensis,seed dry mass,0.53,mg
5798925,Aristida inaequiglumis,seed dry mass,1.1,mg
5798917,Aristida hygrometrica,seed dry mass,7.9,mg
5798906,Aristida holathera,seed dry mass,11,mg
5798899,Aristida superpendens,seed dry mass,7.2,mg
5798869,Aristida glaziovii,seed dry mass,1.1,mg
52189295,Aristida longespica,seed dry mass,0.32,mg
1114210,Arctagrostis latifolia,seed dry mass,0.27,mg
1114777,Arundo donax,seed dry mass,0.1,mg
47160756,Arrhenatherum elatius,seed dry mass,2.6,mg
5830561,Arrhenatherum palaestinum,seed dry mass,5.8,mg
2896211,Arthraxon lanceolatus,seed dry mass,0.06,mg
2884714,Arthraxon junnarensis,seed dry mass,0.04,mg
1114774,Arthraxon hispidus,seed dry mass,0.11,mg
108016,Aegilops,seed dry mass,7.4,mg
5797944,Aegilops juvenalis,seed dry mass,19,mg
5797937,Aegilops kotschyi,seed dry mass,12,mg
1115620,Aegilops comosa,seed dry mass,6.6,mg
1115621,Aegilops longissima,seed dry mass,8.1,mg
1115624,Aegilops speltoides,seed dry mass,6.5,mg
1115623,Aegilops searsii,seed dry mass,6.9,mg
1115626,Aegilops ventricosa,seed dry mass,25,mg
1115625,Aegilops umbellulata,seed dry mass,12,mg
1115566,Aegilops mutica,seed dry mass,3.2,mg
1115236,Aegilops tauschii,seed dry mass,11,mg
1114003,Aegilops crassa,seed dry mass,17,mg
1114004,Aegilops cylindrica,seed dry mass,18,mg
1114006,Aegilops geniculata,seed dry mass,14,mg
1114007,Aegilops triuncialis,seed dry mass,10,mg
5797984,Aegilops peregrina,seed dry mass,16,mg
5797911,Aegilops neglecta,seed dry mass,20,mg
5797921,Aegilops caudata,seed dry mass,6.5,mg
5797923,Aegilops columnaris,seed dry mass,15,mg
5798017,Aegilops vavilovii,seed dry mass,21,mg
49910585,Aegilops uniaristata,seed dry mass,9.1,mg
48675146,Aegilops biuncialis,seed dry mass,14,mg
1114009,Alloteropsis cimicina,seed dry mass,0.62,mg
2896180,Alloteropsis semialata,seed dry mass,1.9,mg
1114187,Alopecurus aequalis,seed dry mass,0.2,mg
1114188,Alopecurus geniculatus,seed dry mass,0.31,mg
1114190,Alopecurus arundinaceus,seed dry mass,0.45,mg
1114191,Alopecurus carolinianus,seed dry mass,0.81,mg
1114194,Alopecurus saccatus,seed dry mass,0.36,mg
1114193,Alopecurus myosuroides,seed dry mass,1.9,mg
5798208,Alopecurus vaginatus,seed dry mass,0.33,mg
5798221,Alopecurus apiatus,seed dry mass,1.5,mg
5798243,Alopecurus bulbosus,seed dry mass,0.46,mg
5798302,Alopecurus textilis,seed dry mass,1.7,mg
5798382,Alopecurus utriculatus,seed dry mass,1.2,mg
47160959,Alopecurus pratensis,seed dry mass,0.76,mg
1114204,Andropogon gerardii,seed dry mass,1.9,mg
52513843,Andropogon gerardii gerardii,seed dry mass,1.4,mg
1114199,Andropogon glomeratus,seed dry mass,0.9,mg
1114201,Andropogon virginicus,seed dry mass,0.34,mg
1114200,Andropogon ternarius,seed dry mass,1.8,mg
1114002,Andropogon hallii,seed dry mass,3.7,mg
5797593,Andropogon tectorum,seed dry mass,1.7,mg
5796827,Andropogon distachyos,seed dry mass,0.86,mg
5797396,Andropogon pseudapricus,seed dry mass,1.8,mg
1114053,Chasmanthium laxum,seed dry mass,5.3,mg
1114053,Chasmanthium laxum,seed dry mass,2.6,mg
1114052,Chasmanthium latifolium,seed dry mass,5.1,mg
1114063,Nardus stricta,seed dry mass,0.35,mg
1114062,Muhlenbergia wrightii,seed dry mass,0.2,mg
1114056,Muhlenbergia sylvatica,seed dry mass,0.6,mg
1114060,Muhlenbergia uniflora,seed dry mass,0.6,mg
1115042,Muhlenbergia andina,seed dry mass,0.18,mg
1115084,Muhlenbergia porteri,seed dry mass,0.22,mg
1115085,Muhlenbergia pungens,seed dry mass,0.5,mg
1115083,Muhlenbergia polycaulis,seed dry mass,0.19,mg
1115078,Muhlenbergia minutissima,seed dry mass,0.096,mg
1115079,Muhlenbergia montana,seed dry mass,0.26,mg
1115090,Muhlenbergia schreberi,seed dry mass,0.6,mg
1115091,Muhlenbergia setifolia,seed dry mass,0.44,mg
1115089,Muhlenbergia richardsonis,seed dry mass,0.3,mg
1115086,Muhlenbergia racemosa,seed dry mass,0.28,mg
1115087,Muhlenbergia repens,seed dry mass,0.32,mg
1115066,Muhlenbergia filiformis,seed dry mass,0.083,mg
1115068,Muhlenbergia frondosa,seed dry mass,0.19,mg
1115063,Muhlenbergia dumosa,seed dry mass,0.08,mg
1115077,Muhlenbergia mexicana,seed dry mass,0.34,mg
1115077,Muhlenbergia mexicana,seed dry mass,0.16,mg
1115071,Muhlenbergia glomerata,seed dry mass,0.25,mg
1115045,Muhlenbergia emersleyi,seed dry mass,0.26,mg
1115046,Muhlenbergia microsperma,seed dry mass,0.17,mg
1115047,Muhlenbergia rigida,seed dry mass,0.33,mg
1115058,Muhlenbergia capillaris,seed dry mass,0.32,mg
1115060,Muhlenbergia cuspidata,seed dry mass,0.29,mg
1115053,Muhlenbergia arizonica,seed dry mass,0.15,mg
1115055,Muhlenbergia asperifolia,seed dry mass,0.16,mg
1115465,Muhlenbergia torreyi,seed dry mass,0.19,mg
1115463,Muhlenbergia sinuosa,seed dry mass,0.08,mg
1115462,Muhlenbergia rigens,seed dry mass,0.22,mg
1115639,Muhlenbergia peruviana,seed dry mass,0.14,mg
1115640,Muhlenbergia ramulosa,seed dry mass,0.099,mg
2896776,Muhlenbergia japonica,seed dry mass,0.22,mg
5800773,Muhlenbergia ligularis,seed dry mass,0.1,mg
5800844,Muhlenbergia robusta,seed dry mass,0.1,mg
49299150,Muhlenbergia paniculata,seed dry mass,0.32,mg
49910180,Muhlenbergia tricholepis,seed dry mass,0.24,mg
1115643,Nassella leucotricha,seed dry mass,7.1,mg
1115642,Nassella lepida,seed dry mass,7.5,mg
1115642,Nassella lepida,seed dry mass,1.5,mg
1115645,Nassella pulchra,seed dry mass,7.3,mg
1115645,Nassella pulchra,seed dry mass,3.9,mg
1115644,Nassella neesiana,seed dry mass,7.1,mg
1115647,Nassella viridula,seed dry mass,2.3,mg
1115647,Nassella viridula,seed dry mass,3.2,mg
1115646,Nassella tenuissima,seed dry mass,0.55,mg
1115641,Nassella cernua,seed dry mass,2.8,mg
1115750,Nassella formicarum,seed dry mass,1.2,mg
1115871,Nassella trichotoma,seed dry mass,0.32,mg
5817173,Nassella longiglumis,seed dry mass,8.1,mg
5817131,Nassella megapotamia,seed dry mass,2.4,mg
5816812,Nassella filiculmis,seed dry mass,1.8,mg
1115143,Saccharum spontaneum,seed dry mass,4.1,mg
1115140,Saccharum officinarum,seed dry mass,0.4,mg
1114040,Brachyelytrum erectum,seed dry mass,6.6,mg
108031,Poa,seed dry mass,0.17,mg
1114028,Poa nemoralis,seed dry mass,0.23,mg
1114028,Poa nemoralis,seed dry mass,0.084,mg
1114031,Poa palustris,seed dry mass,0.15,mg
1114594,Poa annua,seed dry mass,0.25,mg
1114587,Poa nervosa,seed dry mass,0.48,mg
1114583,Poa pratensis,seed dry mass,0.27,mg
1114581,Poa glauca,seed dry mass,0.31,mg
1114579,Poa compressa,seed dry mass,0.21,mg
1114577,Poa alpina,seed dry mass,0.34,mg
1114578,Poa arctica,seed dry mass,2.1,mg
1114608,Poa douglasii,seed dry mass,2.1,mg
1114606,Poa cusickii,seed dry mass,0.54,mg
1114600,Poa bolanderi,seed dry mass,0.26,mg
1114601,Poa bulbosa,seed dry mass,0.34,mg
1114595,Poa arachnifera,seed dry mass,0.4,mg
1114598,Poa autumnalis,seed dry mass,0.57,mg
1114617,Poa leptocoma,seed dry mass,0.57,mg
1114618,Poa sylvestris,seed dry mass,0.57,mg
1114619,Poa trivialis,seed dry mass,0.19,mg
1114613,Poa kelloggii,seed dry mass,0.53,mg
1114616,Poa leibergii,seed dry mass,0.57,mg
1115508,Poa fendleriana,seed dry mass,0.34,mg
1115683,Poa supina,seed dry mass,0.4,mg
1115655,Poa infirma,seed dry mass,0.25,mg
1115756,Poa remota,seed dry mass,0.29,mg
1115761,Poa macrantha,seed dry mass,0.81,mg
1294062,Poa alpigena,seed dry mass,0.25,mg
1294064,Poa royleana,seed dry mass,0.25,mg
2884641,Poa attenuata,seed dry mass,0.23,mg
5810334,Poa lanuginosa,seed dry mass,0.58,mg
5815025,Poa amplexicaulis,seed dry mass,0.22,mg
5814100,Poa labillardierei,seed dry mass,0.3,mg
5814111,Poa poiformis,seed dry mass,0.28,mg
5814125,Poa stuckertii,seed dry mass,0.28,mg
5814155,Poa ligularis,seed dry mass,0.44,mg
5813812,Poa ensiformis,seed dry mass,0.3,mg
5813839,Poa fawcettiae,seed dry mass,0.3,mg
5813972,Poa hiemata,seed dry mass,0.39,mg
5813994,Poa tenera,seed dry mass,0.33,mg
5813989,Poa hothamensis,seed dry mass,0.39,mg
5814652,Poa sallacustris,seed dry mass,0.29,mg
5814934,Poa umbricola,seed dry mass,0.24,mg
5814455,Poa phillipsiana,seed dry mass,0.46,mg
5813655,Poa clelandii,seed dry mass,0.27,mg
5813570,Poa cita,seed dry mass,0.35,mg
5813721,Poa resinulosa,seed dry mass,0.3,mg
5813662,Poa colensoi,seed dry mass,0.19,mg
5813689,Poa costiniana,seed dry mass,0.41,mg
5813380,Poa anceps,seed dry mass,0.25,mg
5813449,Poa sieberiana,seed dry mass,0.27,mg
19418826,Poa orba,seed dry mass,0.36,mg
47160696,Poa angustifolia,seed dry mass,0.18,mg
52513806,Poa secunda,seed dry mass,0.55,mg
52513806,Poa secunda,seed dry mass,0.5,mg
52513806,Poa secunda,seed dry mass,0.38,mg
52513806,Poa secunda,seed dry mass,0.41,mg
50564119,Poa triodioides,seed dry mass,3.6,mg
5831029,Briza marcowiczii,seed dry mass,0.21,mg
1114042,Briza media,seed dry mass,0.36,mg
1114043,Briza minor,seed dry mass,0.25,mg
1114041,Briza maxima,seed dry mass,2.6,mg
1114050,Catabrosa aquatica,seed dry mass,0.21,mg
1115609,Bambusa tulda,seed dry mass,14,mg
1115607,Bambusa polymorpha,seed dry mass,38,mg
5800218,Bambusa nutans,seed dry mass,11,mg
47160680,Dactylis glomerata,seed dry mass,0.8,mg
1114102,Dasypyrum villosum,seed dry mass,5.3,mg
1114102,Dasypyrum villosum,seed dry mass,6.9,mg
1114905,Panicum leibergii,seed dry mass,2.3,mg
1114906,Panicum linearifolium,seed dry mass,0.4,mg
1114912,Panicum scabriusculum,seed dry mass,1.7,mg
1114909,Panicum oligosanthes,seed dry mass,1.1,mg
1114909,Panicum oligosanthes,seed dry mass,1.7,mg
1114899,Panicum clandestinum,seed dry mass,1.3,mg
1114896,Panicum aciculare,seed dry mass,0.51,mg
1114896,Panicum aciculare,seed dry mass,1.2,mg
1114901,Panicum depauperatum,seed dry mass,2.2,mg
1114902,Panicum dichotomum,seed dry mass,0.08,mg
1114891,Panicum latifolium,seed dry mass,2.2,mg
1114890,Panicum commutatum,seed dry mass,2.2,mg
1114889,Panicum acuminatum,seed dry mass,0.14,mg
50570792,Panicum acuminatum densiflorum,seed dry mass,0.28,mg
50553891,Panicum acuminatum lindheimeri,seed dry mass,0.19,mg
52514064,Panicum acuminatum acuminatum,seed dry mass,0.23,mg
52514064,Panicum acuminatum acuminatum,seed dry mass,0.16,mg
52514064,Panicum acuminatum acuminatum,seed dry mass,0.52,mg
52514064,Panicum acuminatum acuminatum,seed dry mass,0.51,mg
52514064,Panicum acuminatum acuminatum,seed dry mass,0.29,mg
52514064,Panicum acuminatum acuminatum,seed dry mass,0.31,mg
52514064,Panicum acuminatum acuminatum,seed dry mass,0.1,mg
52514064,Panicum acuminatum acuminatum,seed dry mass,0.67,mg
1114894,Panicum scoparium,seed dry mass,1.2,mg
1114892,Panicum ovale,seed dry mass,0.77,mg
1114892,Panicum ovale,seed dry mass,1.4,mg
1114475,Panicum capillare,seed dry mass,0.26,mg
1114474,Panicum virgatum,seed dry mass,1,mg
1114472,Panicum dichotomiflorum,seed dry mass,0.63,mg
1114470,Panicum amarum,seed dry mass,1.4,mg
1114479,Panicum hillmanii,seed dry mass,0.89,mg
1114478,Panicum flexile,seed dry mass,0.19,mg
1114506,Panicum trichoides,seed dry mass,0.11,mg
1114506,Panicum trichoides,seed dry mass,0.64,mg
1114488,Panicum coloratum,seed dry mass,0.57,mg
1114492,Panicum hallii,seed dry mass,1.2,mg
1114495,Panicum hirticaule,seed dry mass,0.71,mg
1114498,Panicum miliaceum,seed dry mass,4.7,mg
1115471,Panicum antidotale,seed dry mass,1.1,mg
1115477,Panicum repens,seed dry mass,0.75,mg
1115687,Panicum maximum,seed dry mass,0.56,mg
1115687,Panicum maximum,seed dry mass,0.84,mg
2876167,Panicum humile,seed dry mass,0.22,mg
2884982,Panicum atrosanguineum,seed dry mass,0.24,mg
2884983,Panicum turgidum,seed dry mass,1.5,mg
2896829,Panicum tenellum,seed dry mass,0.12,mg
2907627,Panicum decompositum,seed dry mass,0.61,mg
5805965,Panicum hirtum,seed dry mass,0.21,mg
5805965,Panicum hirtum,seed dry mass,0.15,mg
5806051,Panicum inaequilatum,seed dry mass,0.3,mg
5806138,Panicum kalaharense,seed dry mass,1.8,mg
5806336,Panicum madipirense,seed dry mass,2.3,mg
5806151,Panicum pansum,seed dry mass,0.61,mg
5806205,Panicum lanipes,seed dry mass,0.49,mg
5806184,Panicum laetum,seed dry mass,1.2,mg
5806188,Panicum laevinode,seed dry mass,0.64,mg
5805404,Panicum claytonii,seed dry mass,1.9,mg
5805189,Panicum simile,seed dry mass,0.91,mg
5805165,Panicum nervatum,seed dry mass,0.2,mg
5805266,Panicum buncei,seed dry mass,0.4,mg
5805661,Panicum ecklonii,seed dry mass,1.2,mg
5805663,Panicum effusum,seed dry mass,0.52,mg
5805639,Panicum dregeanum,seed dry mass,0.11,mg
5805848,Panicum gilvum,seed dry mass,0.65,mg
5805032,Panicum anabaptistum,seed dry mass,0.66,mg
5804975,Panicum phragmitoides,seed dry mass,1,mg
5806895,Panicum pseudowoeltzkowii,seed dry mass,0.25,mg
52514066,Panicum arbusculum,seed dry mass,0.97,mg
52513886,Distichlis acerosa,seed dry mass,0.5,mg
1114104,Distichlis spicata,seed dry mass,0.52,mg
108064,Echinochloa,seed dry mass,1.8,mg
1114108,Echinochloa colona,seed dry mass,1.6,mg
1114107,Echinochloa walteri,seed dry mass,1.2,mg
1114113,Echinochloa stagnina,seed dry mass,2.5,mg
1115347,Echinochloa frumentacea,seed dry mass,3.2,mg
1115346,Echinochloa crus-galli,seed dry mass,1.8,mg
1115675,Echinochloa haploclada,seed dry mass,0.46,mg
1115591,Echinochloa pyramidalis,seed dry mass,1.1,mg
5815612,Echinochloa jubata,seed dry mass,0.8,mg
5815586,Echinochloa telmatophila,seed dry mass,1.4,mg
1114344,Elymus sibiricus,seed dry mass,4.1,mg
1114345,Elymus villosus,seed dry mass,3.4,mg
1114342,Elymus riparius,seed dry mass,5.3,mg
1114117,Elymus glaucus,seed dry mass,3.9,mg
1114116,Elymus canadensis,seed dry mass,3.8,mg
1114115,Elymus virginicus,seed dry mass,4.7,mg
1114115,Elymus virginicus,seed dry mass,4.3,mg
1115369,Elymus elymoides,seed dry mass,3.4,mg
1115367,Elymus caninus,seed dry mass,4.1,mg
1115367,Elymus caninus,seed dry mass,2.8,mg
1115372,Elymus lanceolatus,seed dry mass,5.2,mg
1115372,Elymus lanceolatus,seed dry mass,2.9,mg
1115372,Elymus lanceolatus,seed dry mass,3.4,mg
1115375,Elymus multisetus,seed dry mass,3.1,mg
1115380,Elymus scribneri,seed dry mass,0.16,mg
1115518,Elymus spicatus,seed dry mass,3.4,mg
1115518,Elymus spicatus,seed dry mass,3.7,mg
1115518,Elymus spicatus,seed dry mass,3.6,mg
1115518,Elymus spicatus,seed dry mass,4.8,mg
1115479,Elymus smithii,seed dry mass,4.4,mg
1115479,Elymus smithii,seed dry mass,2.8,mg
1115692,Elymus ciliaris,seed dry mass,4.2,mg
1115777,Elymus repens,seed dry mass,2.7,mg
1115777,Elymus repens,seed dry mass,2.9,mg
1115777,Elymus repens,seed dry mass,2.1,mg
47160901,Elymus repens arenosus,seed dry mass,2,mg
1115774,Elymus albicans,seed dry mass,2.6,mg
2905438,Elymus tsukushiensis,seed dry mass,5.4,mg
3121617,Elymus athericus,seed dry mass,4.2,mg
3121617,Elymus athericus,seed dry mass,5.1,mg
5796001,Elymus panormitanus,seed dry mass,10,mg
5795700,Elymus pungens,seed dry mass,2.8,mg
49299015,Elymus violaceus,seed dry mass,3.9,mg
49299015,Elymus violaceus,seed dry mass,3.3,mg
49299015,Elymus violaceus,seed dry mass,3.2,mg
49299015,Elymus violaceus,seed dry mass,2.7,mg
52513712,Elymus hystrix,seed dry mass,4,mg
48904166,Elymus californicus,seed dry mass,2.1,mg
5832208,Enneapogon virens,seed dry mass,0.46,mg
5832207,Enneapogon truncatus,seed dry mass,0.39,mg
5832187,Enneapogon lindleyanus,seed dry mass,0.34,mg
5832187,Enneapogon lindleyanus,seed dry mass,0.26,mg
5832191,Enneapogon pallidus,seed dry mass,0.41,mg
5832197,Enneapogon polyphyllus,seed dry mass,1,mg
5832182,Enneapogon nigricans,seed dry mass,1.1,mg
5832183,Enneapogon purpurascens,seed dry mass,0.46,mg
5832186,Enneapogon intermedius,seed dry mass,0.5,mg
5832176,Enneapogon cylindricus,seed dry mass,0.35,mg
5832168,Enneapogon avenaceus,seed dry mass,0.81,mg
5832171,Enneapogon caerulescens,seed dry mass,0.32,mg
5832175,Enneapogon robustissimus,seed dry mass,0.47,mg
5832175,Enneapogon robustissimus,seed dry mass,0.4,mg
1114937,Enneapogon desvauxii,seed dry mass,0.37,mg
1114070,Enneapogon cenchroides,seed dry mass,0.21,mg
1114347,Eragrostis spectabilis,seed dry mass,0.05,mg
1114348,Eragrostis atrovirens,seed dry mass,0.13,mg
1114373,Eragrostis lehmanniana,seed dry mass,0.087,mg
1114376,Eragrostis mexicana,seed dry mass,0.09,mg
1114376,Eragrostis mexicana,seed dry mass,0.062,mg
1114376,Eragrostis mexicana,seed dry mass,0.16,mg
1114377,Eragrostis minor,seed dry mass,0.075,mg
1114380,Eragrostis pilosa,seed dry mass,0.055,mg
1114381,Eragrostis plana,seed dry mass,0.2,mg
1114367,Eragrostis tef,seed dry mass,0.3,mg
1114370,Eragrostis gangetica,seed dry mass,0.05,mg
1114372,Eragrostis intermedia,seed dry mass,0.2,mg
1114357,Eragrostis viscosa,seed dry mass,0.03,mg
1114362,Eragrostis leptostachya,seed dry mass,0.12,mg
1114362,Eragrostis leptostachya,seed dry mass,0.1,mg
1114349,Eragrostis cilianensis,seed dry mass,0.079,mg
1114349,Eragrostis cilianensis,seed dry mass,0.072,mg
1114352,Eragrostis lugens,seed dry mass,0.06,mg
1114351,Eragrostis hypnoides,seed dry mass,0.06,mg
1114353,Eragrostis pectinacea,seed dry mass,0.1,mg
1114399,Eragrostis curvula,seed dry mass,0.16,mg
1114399,Eragrostis curvula,seed dry mass,0.17,mg
1114401,Eragrostis elongata,seed dry mass,0.03,mg
1114394,Eragrostis barrelieri,seed dry mass,0.054,mg
1114390,Eragrostis trichodes,seed dry mass,0.26,mg
1114398,Eragrostis curtipedicellata,seed dry mass,0.06,mg
